OBJECTID,musym,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
192,73D,"Hemcross silt loam, 3 to 30 percent slopes",Consociation,,125,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10367,61031
193,73E,"Hemcross-Klistan complex, 30 to 60 percent slopes",Complex,,842,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10367,61032
194,31E,"Tolovana-Templeton medial silt loams, 30 to 60 percent slopes",Complex,,11999,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67123
195,31D,"Tolovana-Templeton medial silt loams, 5 to 30 percent slopes",Complex,,7677,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67124
196,175D,"Astoria medial silt loam, 5 to 30 percent slopes",Consociation,,646,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67125
197,176D,"Preacher-Bohannon complex, 5 to 35 percent slopes",Complex,,67,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67126
198,176E,"Preacher-Bohannon complex, 35 to 60 percent slopes",Complex,,2583,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67127
199,177B,"Dystrudepts-Aquepts complex, 0 to 7 percent slopes",Complex,,286,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67129
200,501D,"Apt-McDuff complex, 5 to 30 percent slopes",Complex,,706,,,,,,,Not prime farmland,,,,,Order 3,,,,,,10376,67131
201,501E,"Apt-McDuff complex, 30 to 50 percent slopes",Complex,,719,,,,,,,Not prime farmland,,,,,Order 3,,,,,,10376,67132
202,532E,"Klootchie-Neotsu medial silt loams, 30 to 60 percent slopes",Complex,,162,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67133
203,543F,"Neotsu-Necanicum complex, 60 to 90 percent slopes",Complex,,52,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67134
204,552F,"Reedsport-Tolovana complex, 60 to 85 percent slopes",Complex,,73,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67136
205,555D,"Templeton-Fendall medial silt loams, 5 to 35 percent slopes",Complex,,241,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67137
206,556D,"Tolovana-Reedsport complex, 3 to 35 percent slopes",Complex,,886,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67138
207,556E,"Tolovana-Reedsport complex, 35 to 60 percent slopes",Complex,,3802,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67139
208,611B,"Dystrudepts-Aquepts-Humaquepts complex, warm, 0 to 7 percent slopes",Complex,,903,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67140
209,70D,"Murtip-Caterl-Laderly complex, 5 to 30 percent slopes",Complex,,16433,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67141
210,9B,"Waldport fine sand, 0 to 5 percent slopes",Consociation,,80,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67142
211,10B,"Waldport fine sand, thin surface, 0 to 5 percent slopes",Consociation,,678,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67143
212,10C,"Waldport fine sand, thin surface, 3 to 12 percent slopes",Consociation,,899,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67144
213,10E,"Waldport fine sand, thin surface, 15 to 60 percent slopes",Consociation,,926,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67145
214,17B,"Chitwood-Hebo complex, 0 to 5 percent slopes",Complex,,1998,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67146
215,50B,"Walluski medial silt loam, 0 to 7 percent slopes",Consociation,,245,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67147
216,7,Dune land,Consociation,,1117,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67148
217,11D,"Netarts fine sandy loam, 5 to 30 percent slopes",Consociation,,1273,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67149
218,13B,"Waldport,thin surface-Heceta fine sands, 0 to 5 percent slopes",Complex,,1871,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67150
219,15B,"Netarts-Yaquina complex, 0 to 5 percent slopes",Complex,,44,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67151
220,29E,"Templeton-Klootchie complex, 30 to 60 percent slopes",Complex,,15269,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67153
221,29D,"Templeton-Klootchie complex, 5 to 30 percent slopes",Complex,,4220,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67154
222,37D,"Templeton-Skipanon complex, 5 to 30 percent slopes",Complex,,3980,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67156
223,38E,"Templeton-Necanicum complex, 30 to 60 percent slopes",Complex,,9575,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67157
224,55A,"Histosols-Water complex, 0 to 1 percent slopes",Complex,,336,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67158
225,58C,"Knappa medial silt loam, 3 to 15 percent slopes",Consociation,,859,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67160
226,59B,"Chitwood-Knappa medial silt loams, 0 to 7 percent slopes",Complex,,2487,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67161
227,77A,"Nestucca-Brenner silt loams, 0 to 3 percent slopes",Complex,,2205,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67162
228,99,Beaches,Consociation,,2140,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67163
229,100B,"Urban land-Udorthents complex, 0 to 7 percent slopes",Complex,,1201,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67164
230,116A,"Aquepts, warm, 0 to 1 percent slopes",Consociation,,330,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67165
231,115A,"Aquepts, 0 to 1 percent slopes",Consociation,,698,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67166
232,174C,"Typic Fulvudands complex, 3 to 15 percent slopes",Complex,,3416,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67168
233,342D,"McMille medial silt loam, 3 to 30 percent slopes",Consociation,,19,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67169
234,346D,"Murtip medial loam, 3 to 30 percent slopes",Consociation,,131,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67170
235,420F,"Hembre medial silt loam, 60 to 90 percent slopes",Consociation,,2,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67171
236,420E,"Hembre medial silt loam, 30 to 60 percent slopes",Consociation,,2,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67172
237,425E,"Klickitat very cobbly medial loam, 30 to 60 percent slopes",Consociation,,3,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67173
238,W,Water,Consociation,,15616,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67174
239,60E,"Caterl-Laderly-Rock outcrop complex, 30 to 60 percent slopes",Complex,,138,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67178
240,16F,"Caterl-Laderly-Murtip complex, 60 to 90 percent slopes",Complex,,27079,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67179
241,20E,"Klootchie-Necanicum complex, 30 to 60 percent slopes",Complex,,69915,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67180
242,44F,"Harslow-Klistan-Rock outcrop complex, 60 to 90 percent slopes",Complex,,12599,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67181
243,157E,"Caterl very cobbly medial loam, till substratum, 30 to 60 percent slopes",Consociation,,674,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67182
244,44E,"Klistan-Harslow-Rock outcrop complex, 30 to 60 percent slopes",Complex,,151,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67183
245,61F,"Laderly-Rock outcrop-Caterl complex, 60 to 90 percent south slopes",Complex,,3700,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67184
246,60F,"Laderly-Caterl-Rock outcrop complex, 60 to 90 percent slopes",Complex,,4922,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67185
247,4E,"Ginsberg-Klistan complex, 30 to 60 percent slopes",Complex,,10730,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67186
248,4D,"Ginsberg medial loam, 5 to 30 percent slopes",Consociation,,13942,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67187
249,403E,"Astoria medial silt loam, 30 to 60 percent slopes",Consociation,,18,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67189
250,433D,"Melby silt loam, 5 to 30 percent slopes",Consociation,,111,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67190
251,433E,"Melby silt loam, 30 to 60 percent slopes",Consociation,,214,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67191
252,439E,"Tolke medial silt loam, 30 to 60 percent slopes",Consociation,,124,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67192
253,307F,"Braun-Scaponia silt loams, 60 to 90 percent slopes",Complex,,20,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67193
254,322F,"Harslow-Kilchis very gravelly medial loams, 60 to 90 percent slopes",Complex,,818,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67194
255,347E,"Murtip-Caterl complex, 30 to 60 percent slopes",Complex,,112,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67195
256,356D,"Rinearson silt loam, 3 to 30 percent slopes",Consociation,,206,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67196
257,357E,"Scaponia-Braun silt loams, 30 to 60 percent slopes",Complex,,393,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67197
258,363D,"Tolke medial silt loam, 5 to 30 percent slopes",Consociation,,2006,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67198
259,20D,"Klootchie-Necanicum complex, 5 to 30 percent slopes",Complex,,10230,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67199
260,19E,"Klootchie medial silt loam, 30 to 60 percent slopes",Consociation,,11439,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67200
261,43F,"Klistan-Harslow-Hemcross complex, 60 to 90 percent slopes",Complex,,83176,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67201
262,22F,"Ascar-Necanicum-Rock outcrop complex, 60 to 90 percent slopes",Complex,,9053,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67202
263,21F,"Necanicum-Ascar-Klootchie complex, 60 to 90 percent slopes",Complex,,68200,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67203
264,144F,"Harslow-Rock outcrop-Klistan complex, 60 to 90 percent south slopes",Complex,,9968,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67205
265,23F,"Rock outcrop-Ascar complex, 40 to 100 percent slopes",Complex,,205,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67212
266,24D,"Lebam medial silt loam, 5 to 30 percent slopes",Consociation,,9479,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67214
267,30D,"Templeton medial silt loam, 5 to 30 percent slopes",Consociation,,9295,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67215
268,30E,"Templeton-Ecola medial silt loams, 30 to 60 percent slopes",Complex,,18666,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67216
269,30F,"Templeton-Ecola medial silt loams, 60 to 90 percent slopes",Complex,,319,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67217
270,48D,"Hemcross-Klistan complex, 5 to 30 percent slopes",Complex,,12812,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67218
271,48E,"Hemcross-Klistan complex, 30 to 60 percent slopes",Complex,,61752,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67221
272,70E,"Murtip-Caterl-Laderly complex, 30 to 60 percent slopes",Complex,,33239,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67225
273,71D,"McMille-Mutt medial silt loams, 5 to 30 percent slopes",Complex,,528,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67229
274,72D,"Caterl-Murtip complex, clayey, 5 to 30 percent slopes",Complex,,1154,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67230
275,156F,"Sevencedars-Newanna complex, 60 to 90 percent slopes",Complex,,2071,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67231
276,157D,"Caterl very cobbly medial loam, till substratum, 5 to 30 percent slopes",Consociation,,128,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67232
277,161D,"Sevencedars-Newanna-Woodspoint complex, 5 to 30 percent slopes",Complex,,905,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67234
278,161E,"Sevencedars-Newanna-Woodspoint complex, 30 to 60 percent slopes",Complex,,2964,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67235
279,161F,"Newanna-Sevencedars-Rock outcrop complex, 60 to 90 percent slopes",Complex,,565,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67236
280,309E,"Caterl-Laderly complex, 30 to 60 percent slopes",Complex,,1620,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67237
281,1A,"Brenner silt loam, 0 to 1 percent slopes",Consociation,,2958,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67239
282,2A,"Fluvaquents-Histosols complex, 0 to 1 percent slopes",Complex,,2579,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67240
283,3A,"Coquille silt loam, 0 to 1 percent slopes",Consociation,,572,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67241
284,18B,"Chitwood medial silt loam, 0 to 7 percent slopes",Consociation,,460,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67242
285,73A,"Nehalem silt loam, 0 to 3 percent slopes, frequently flooded",Consociation,,868,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67243
286,74A,"Nehalem silt loam, 0 to 3 percent slopes",Consociation,,5197,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67244
287,76A,"Nestucca silt loam, 0 to 3 percent slopes",Consociation,,827,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67246
288,80B,"Quillamook medial silt loam, 0 to 7 percent slopes",Consociation,,752,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67247
289,81B,"Quillamook complex, 0 to 7 percent slopes",Complex,,1645,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67248
290,102A,"Fluvaquents-Histosols complex, 0 to 1 percent slopes, diked",Complex,,778,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67249
291,103A,"Coquille silt loam, 0 to 1 percent slopes, diked",Consociation,,4696,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67250
292,170A,"Logsden silt loam, 0 to 3 percent slopes",Consociation,,1146,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67251
293,173B,"Tillamook-Ginger medial silt loams, 0 to 7 percent slopes",Complex,,1102,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67253
294,303F,"Ascar-Rock outcrop complex, 60 to 90 percent slopes",Complex,,171,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67254
295,309D,"Caterl-Laderly complex, 3 to 30 percent slopes",Complex,,95,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67255
296,314A,"Croquib medial silt loam, 0 to 3 percent slopes",Consociation,,59,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67256
297,328,"Dystrudepts-Humaquepts complex, 0 to 20 percent slopes",Complex,,88,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67257
298,329F,"Kilchis-Rock outcrop complex, 60 to 90 percent slopes",Complex,,190,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67258
299,338F,"Laderly-Rock outcrop complex, 60 to 90 percent slopes",Complex,,187,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67259
300,345A,"Mues medial silt loam, 0 to 3 percent slopes",Consociation,,33,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67260
301,350E,"Necanicum-Ascar complex, 30 to 60 percent slopes",Complex,,273,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67261
302,358D,"Skipanon gravelly medial silt loam, 3 to 30 percent slopes",Consociation,,781,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67262
303,358E,"Skipanon gravelly medial silt loam, 30 to 60 percent slopes",Consociation,,532,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67263
304,32D,"Munsoncreek-Flowerpot complex, 5 to 30 percent slopes",Complex,,11933,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67266
305,26F,"Lebam-Necanicum complex, 60 to 90 percent slopes",Complex,,514,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67267
306,25E,"Lebam-Necanicum complex, 30 to 60 percent slopes",Complex,,4487,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67268
307,62F,"Rock outcrop-Laderly complex, 40 to 100 percent slopes",Complex,,554,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67271
308,32E,"Munsoncreek-Templeton medial silt loams, 30 to 60 percent slopes",Complex,,4101,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67272
309,145F,"Rock outcrop-Harslow complex, 40 to 100 percent slopes",Complex,,580,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67273
310,119B,"Oxyaquic Fulvudands-Typic Fulvudands complex, 0 to 7 percent slopes",Complex,,1432,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67274
311,118B,"Oxyaquic Hapludands-Alic Hapludands complex, 0 to 7 percent slopes",Complex,,999,,,,,,,Farmland of statewide importance,,,,,Order 3,,,,,,10376,67275
312,159D,"Sevencedars very cobbly medial loam, clayey, 5 to 30 percent slopes",Consociation,,198,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67276
313,158E,"Sevencedars very cobbly medial loam, till substratum, 30 to 60 percent slopes",Consociation,,307,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67277
314,158D,"Sevencedars very cobbly medial loam, till substratum, 5 to 30 percent slopes",Consociation,,50,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67278
315,157F,"Caterl very cobbly medial loam, till substratum, 60 to 90 percent slopes",Consociation,,77,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67279
316,166F,"Rock outcrop-Killam complex, 40 to 100 percent slopes",Complex,,198,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67280
317,164F,"Killam-Fawceter-Rock outcrop complex, 60 to 90 percent slopes",Complex,,2306,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67281
318,163F,"Fawceter-Killam-Mosscreek complex, 60 to 90 percent slopes",Complex,,5256,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67282
319,162E,"Mosscreek-Fawceter complex, 30 to 60 percent slopes",Complex,,6087,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67283
320,162D,"Mosscreek-Fawceter complex, 5 to 30 percent slopes",Complex,,1556,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67284
321,5E,"Ferrelo loam, 30 to 60 percent slopes",Consociation,,62,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67286
322,6D,"Horseprairie-Ferrelo complex, 3 to 20 percent slopes",Complex,,257,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67287
323,8A,"Depoe loam, 0 to 3 percent slopes",Consociation,,32,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67288
324,9D,"Waldport fine sand, 5 to 30 percent slopes",Consociation,,237,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67289
325,11B,"Netarts fine sandy loam, 0 to 5 percent slopes",Consociation,,227,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67290
326,11C,"Netarts fine sandy loam, 3 to 12 percent slopes",Consociation,,37,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67291
327,11E,"Netarts fine sandy loam, 30 to 60 percent slopes",Consociation,,353,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67292
328,12B,"Yaquina loamy fine sand, 0 to 5 percent slopes",Consociation,,138,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67293
329,14A,"Heceta fine sand, 0 to 3 percent slopes",Consociation,,644,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67294
330,24C,"Lebam medial silt loam, 3 to 15 percent slopes",Consociation,,326,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67295
331,158F,"Sevencedars very cobbly medial loam, till substratum, 60 to 90 percent slopes",Consociation,,105,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67296
332,120C,"Alic Hapludands complex, 3 to 15 percent slopes",Complex,,1439,,,,,,,Farmland of statewide importance,,,,,Order 3,,,,,,10376,67297
333,359E,"Svensen medial loam, 30 to 60 percent slopes",Consociation,,371,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67300
334,371C,"Walluski medial silt loam, 7 to 15 percent slopes",Consociation,,12,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67301
335,9E,"Waldport fine sand, 30 to 60 percent slopes",Consociation,,294,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67302
336,101B,"Urban land-Udorthents complex, 0 to 7 percent slopes, flooded",Complex,,168,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67304
337,104A,"Coquille-Brenner-Nehalem association, 0 to 3 percent slopes, protected",Association,,454,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67305
338,89A,"Udifluvents-Riverwash-Water complex, 0 to 3 percent slopes",Complex,,451,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67306
339,90A,"Yachats very fine sandy loam, 0 to 3 percent slopes",Consociation,,914,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10376,67307
340,28D,"Templeton-Necanicum complex, 5 to 30 percent slopes",Complex,,2714,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,67309
341,9C,"Waldport fine sand, 3 to 15 percent slopes",Consociation,,42,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10376,603896
